place_id,restaurant_name,address,latitude,longitude,restaurant_rating,user_rating_count,price_level,primary_type,all_types,search_area,searched_as,reviews,bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m
ChIJT7TgRXEZ6zkRDjURef5wPTg,D3 RESTAURANT,"Gautam Buddha Marg, Kathmandu 44617, Nepal",27.6938244,85.3292669,4.7,110.0,,family_restaurant,family_restaurant|restaurant|food|point_of_interest|establishment,Baneshwor,restaurant,"Well, it had like an okey okey customer service bit the food items were delicious. it has seats compartments,so it felt quiet comfortable to have any kind of meeting,gatherings or medium party. To sum things up,it was quite an enjoyable experience❤️😘 ||| Good food and good service ||| Well rating herera gaako thiye pugda Ali expectations vs reality vayo.. 4.9 rating vaako ma it was totally empty still did tried 2 dishes: Chicken hakka noodles and honey potato. Both were horrible. Was expecting sweet in honey potato but the sauce was burnt totally like bbq giving burnt smell and in chicken hakka noodles chicken portion was way too less like daya maya garera rakhey jasto and noodle taste really bland. Won't recommend! ||| Not bad ||| It was really nice environment, food was delicious and order is as quick♥️",20,2,1,22,18,5,1,65,13,15,56,17,9,17,4.41764705882353,23.941176470588236,102.83944061783454
ChIJaZxtbJkZ6zkRjJJmY9US5w0,Wonderland Restaurant,"MiteriMerg, Kathmandu 44600, Nepal",27.6983381,85.3385308,4.0,219.0,PRICE_LEVEL_MODERATE,fast_food_restaurant,fast_food_restaurant|restaurant|food|point_of_interest|establishment,Baneshwor,restaurant,"Located at old Baneshwor on the way to New Baneshwor road. Restaurant name is changed now as Crunchy Corner. Quite a good place with Good Food. There's also a playing place for kids so kids will definitely enjoy. Parking will be a problem as there is not enough space available. ||| This can be the best place for kids as its named as wonderland, with different games tools and beautiful paintings with information it has decorated uts premise. live music is good as well as the place is neat and clean. services is not so good. ||| Nice place to be with young kids.. good food and exciting n safe play area for kids.. decent parking space too.. ||| Good place to hang out with friends and family... building is made by earthquake resistant material.. good playing area for children. And in the evening good live music by local live singers.. ||| Food was nice and also place was quiet and very calm. Good place for family and friends",22,0,0,43,22,10,1,66,4,15,58,38,12,27,4.2592592592592595,97.44444444444444,33.52658561815738
ChIJQ1Uw7b8Z6zkR-fjNfHeUMgQ,Friends Restaurant,"Aloknagar 31, काठमाडौँ 44600, Nepal",27.6863705,85.3423227,4.8,99.0,,restaurant,restaurant|food|point_of_interest|establishment,Baneshwor,restaurant,"Beautiful atmosphere restaurant in baneshwor area. I have visited here many times with my friends and colleagues. Food was so tasty. Excellent customer service. prefer to visit again. Thanks ||| Delicious food and service
Polite server and take less time for food preparation
Pizza and chicken biryani are really flavourful and tempting
Environment is also really good specifically the rooftop has good view ||| Everything is okey ,I actually love this Restaurant. Its is a good place for chilling with friends and spending time with family .I love it ||| Good food. Customer care and service were awesome. Peaceful environment. ||| Very good atmosphere and delicious food.
Best place to hangout with friends in friends",26,4,0,45,29,18,1,66,5,22,124,22,11,26,4.392307692307692,178.53846153846155,64.67012772142456
ChIJiwBJWG4Z6zkRxWAyrzZaK4U,Thakkhola Thakali Cuisine New Baneshwor,"Madan Bhandari Path, Kathmandu 44617, Nepal",27.6881305,85.3340005,3.9,974.0,,restaurant,restaurant|food|point_of_interest|establishment,Baneshwor,restaurant,"It was my favorite place to eat thakali their chicken gravy set was so delicious but last time when I went with my brothers it was around 650 per person for chicken thakali and they haven’t upgraded their price menu also so that was quite shocking as well we waited for printed bill but they didn’t bring so we went home . Total was Rs 1959 . ||| Nice ambience and food, but the price is on the upper end. Service was not bad. So would recommend this place. ||| One of the best Thakali I’ve had near me, no exaggeration. Taste is just wahh, way better than the usual spots. Simple setup but flavors hit different. If you’re a Thakali lover, this one’s a must 🍛🔥 ||| Really really loved the food over here 😁😋 very tasty and the place is also nice 💗 staffs are very friendly and cooperative ✨💕 ||| Ordered Thali set and it came with undercooked, over-salted meat.  Completely ruined the entire plate. Masu ta khana nasakine type ko thiyo. We politely told the staff they didn't respond to our feedback. It used to be my fav place. Nepali thali without Nepali hospitality. NO RESPONSE NO APOLGY.. Impressive VERY GOOD SERVICE keep going like this you guys are doing great job. Price range is too high for what???? Attitude with no respect to customer?? I don't know why they charge like this if they don't serve good food.. matlabai bhayena ni...Dhanyabaad..",56,6,2,65,48,12,1,64,9,16,71,28,10,44,4.302272727272728,174.11363636363637,47.7549483853438
ChIJl_lo45kZ6zkRmA7XMScQoJA,D Mandala Bites cafe and restaurant,"10 Madhya Marg, Kathmandu 44600, Nepal",27.6856663,85.33048570000001,4.5,20.0,,restaurant,restaurant|food|point_of_interest|establishment,Baneshwor,restaurant,"If you want to sit in a peaceful place and enjoy your food, please do visit💐✅🙏 ||| Cozy and comfortable place, loved it...!!!
We stayed for almost 3 hours when we went for the first time. Yummy food at  wonderful price and very nice service...
Would definitely recommend this place and will be visiting often.
Yayyy...!!! ||| Very chill place to hangout. Food is delicious and price is reasonable. Loved it. ||| Ordered from here and food was hot, fresh and delicious . Packaging was also good . Will order again. ||| Had a wonderful experience. Good ambience and delicious food with reasonable price.",31,0,1,48,30,7,1,89,8,16,90,24,14,25,4.303999999999999,186.76,257.32048580377534
ChIJU16JVQAZ6zkRbixPQkCWeeA,Restaurant Anamnagar,"M8RH+XV2, Kathmandu 44600, Nepal",27.692385,85.32963900000001,5.0,18.0,,fast_food_restaurant,fast_food_restaurant|restaurant|food|point_of_interest|establishment,Baneshwor,restaurant,"The food is great and tastes amazing. Their ambience is very modern and attractive and the staff are helpful. ||| It’s their initial opening and the food was outstanding. The menu seems to be their initial menu but they promised they are trying to add some more items to the existing menu. ||| Beautiful modern restaurant. The place has a very cozy vibe and the food is delicious!! ||| Great place, great service, awesome ambience. Loved the food and price is very reasonable. Great owners and perfect place to watch games. ||| Good Ambiance, with tasty food in reasonable price. The hospitality was lovely.  I love my time there.",21,2,0,31,25,4,1,72,10,13,67,21,9,22,4.4727272727272736,41.59090909090909,11.63823692241753
ChIJzXwsDQAZ6zkR45Tf2u0R-2s,Matka Sekuwa Family Restaurant,"Kathmandu 44600, Nepal",27.6985325,85.34750729999999,4.4,125.0,,restaurant,restaurant|family_restaurant|food|point_of_interest|establishment,Baneshwor,restaurant,"The dinner was so good. I ordered matka chicken thali, naan and butter chicken it was very delicious and tasty. Their hospitality were great and very  polite. Atmosphere was amazing and chill. Although it was a great experience. ❤️❤️👌👌 ||| Matka Sekuwa Family Restaurant is truly one of the best places to enjoy authentic and flavorful food in a comfortable family environment. From the moment you arrive, the experience feels welcoming and well managed. One of the first things that stands out is the large and व्यवस्थित parking area which is a huge advantage. Even during busy hours, you don’t have to worry about finding space, making it very convenient for families, groups, and even bike riders. ||| Food rating :
1.The Momo platter was good .
2. The Chicken biryani is good ,the rice is okish and the chicken piece are nice and juicy. The raita is poor and is not complementing the dish as a whole .

Service: The service is good but the waiting time was more than 25+ minutes

Ambience: Provides good vibe and space.

Parking 🅿️ available. ||| One of the best places for authentic sekuwa. The flavors are bold and balanced, with the right blend of spices. The meat is soft and juicy, cooked just right. The side chutneys and salads add extra depth to the meal. Overall, a very satisfying dining experience ||| If you are a true lover of Nepali Matka Sekuwa Family Restaurant is a must-visit place. The highlight of this restaurant is definitely their matka sekuwa. The meat is perfectly marinated with traditional Nepali spices and cooked slowly over charcoal, giving it a smoky and authentic flavor that is hard to find elsewhere. Every bite feels juicy, tender, and full of rich taste",9,3,0,32,10,13,1,53,4,15,65,23,16,7,4.3428571428571425,72.57142857142857,149.207758440061
ChIJaQ7iRAcZ6zkRa8Q9aF7u9UE,Timmure Mid-Baneshwor,"Kathmandu 44600, Nepal",27.6947152,85.33714719999999,3.5,377.0,,barbecue_restaurant,barbecue_restaurant|restaurant|food|point_of_interest|establishment,Baneshwor,restaurant,"Everything here was amazing as always! I really enjoy visiting this restaurant because the food, atmosphere, and overall experience never disappoint. This visit felt even more special because the staff service was outstanding. Everyone was kind, welcoming, and attentive throughout. The staff member I took a selfie with was especially wonderful — super friendly, professional, and made us feel very comfortable. Great food with even better hospitality. Highly recommended! ||| ​Visited Timuree recently and found the experience underwhelming. While the ambience was okay, the food, which is the main reason to visit, was really not that great. ||| “Visited Timmure Mid-Baneshwor recently and had a really good experience. The place has a great vibe—comfortable, cozy, and perfect for hanging out with friends. The food was tasty, especially the smoky sekuwa and timmur flavors. Service was decent and the overall atmosphere was enjoyable. Definitely a place I’d love to visit again.” i willgave them 10/10 , rating ❤️ ||| The place is good and decent. It's nothing special but good enough for a casual hangout between friends. The food items labelled as Timmure are delicious but you definitely need to drink to wash away the strong taste of Timur. The best time to visit this place is at 6 pm. ||| Food is good for the price. Timmure chicken and Timmure chicken wings are the best. Momo is best around town.
For non-smokers, there is no ""no smoking"" zone, so you might feel a bit unease with people smoking around you.",33,1,1,35,28,9,1,72,4,21,73,41,9,31,4.316129032258065,121.93548387096774,26.947464826565724
ChIJhY44foAZ6zkRnK2N8ZZeSpw,Crimson Cafe and Restaurant,"Kathmandu 44600, Nepal",27.6819269,85.3338828,5.0,17.0,,restaurant,restaurant|food|point_of_interest|establishment,Baneshwor,restaurant,"Tasty biryani I had ever Had. Thanks to chef Harish ||| Best service cozy cafe best and hygienic food yummy food  🍚🍛🍝 ||| Nice place, good vibes . Ekdamai hygeinic and tasty food ||| Food and services both r good ||| Chicken fried rice is yummy",16,1,0,30,17,9,1,89,3,27,96,18,33,15,4.319999999999999,108.86666666666666,115.40520895182773
ChIJUYaFdQAZ6zkRdiX3RNcV6oo,Point Baneshwor Restaurant,"M8PP+P3V, Sankhamul - Balkumari Rd, Kathmandu 44600, Nepal",27.6868592,85.33516879999999,4.4,14.0,,restaurant,restaurant|food|point_of_interest|establishment,Baneshwor,restaurant,Food(chicken biryani and káthè roll are best here) and service are excellent and the environment is good for hangout with friends and family and it's also has private space for small group meetings ||| It is a very nice fine dine restaurant ||| Best restaurant in new baneshowr ||| I love the vibes here in point. ||| Best of the best highly recommend for all of you!!,51,6,2,60,46,17,1,76,11,13,81,28,9,39,4.25897435897436,198.3846153846154,21.39335738047324
ChIJqZEtpcUZ6zkRmS5Wlt1PmdM,Hunger Hub Restaurant and Bar,"Bus Lane, Kathmandu 44600, Nepal",27.6886901,85.3325567,4.3,147.0,PRICE_LEVEL_MODERATE,restaurant,restaurant|food|point_of_interest|establishment,Baneshwor,restaurant,"This restaurant boasts a variety of dishes, with momo, burgers, and sandwiches as their signature offerings. The amazing ambiance features a bar, garden, and spacious halls. Their drinks menu, including alcoholic beverages, juice, and coffee, is equally impressive. ||| This place has got lot of spaces with multiple halls and outdoor tables as well. This place is owned by Yala Durbar. The food is good and the service is also fast. We went for dinner and ordered fish and chips, Hawaiian pizza and crispy chicken. The pizza was good with classic Hawaiian taste. However, the fish and chips was not proper but something like fish finger. The crispy chicken was ok. Nice place and good food. The location is also easy to get to this place. ||| Good ambience to stay and very friendly people serving delicious food. Nice space for kids too. Its always nice experience till now. ❤ ||| Everything that we ordered was absolutely delicious, the service was fast and efficient. Such a lovely ambiance with outdoor and indoor sitting. ||| Overall , the service was good and so was the food

The interior is pleasing with nice songs and Perfecto interior ( newari style windows)

Washroom was pretty hygienic ~",55,5,2,64,45,12,1,65,11,17,64,32,8,44,4.268181818181818,172.9318181818182,49.669816864577356
ChIJSQmoTAAZ6zkRJ6sGSgiP0fs,Ras Raag Restaurant,"Bus Lane, Kathmandu 44600, Nepal",27.6893777,85.3301091,4.8,6.0,,restaurant,restaurant|food|point_of_interest|establishment,Baneshwor,restaurant,"One of the best restaurant near baneshwor ||| ⭐⭐⭐⭐⭐

What a fantastic addition to the neighborhood! We had the pleasure of attending the soft opening and puja ceremony, and everything exceeded our expectations.

The Hyakula Dameko (Mutton) was the highlight of the evening—tender, flavorful, and cooked to perfection. Every dish we tried was fresh, delicious, and beautifully presented. The drinks were refreshing, and the overall dining experience was excellent.

The ambiance is modern, spacious, and thoughtfully designed, making it a perfect destination for family dinners, birthday celebrations, corporate gatherings, and special occasions. One thing that truly impressed me was the huge LED screen, which creates an amazing atmosphere for watching live football matches, cricket, and other major sporting events with friends and family. If you’re a sports fan, this place offers one of the best viewing experiences around.

To make it even better, they also host live music, creating a vibrant and enjoyable atmosphere that perfectly complements the great food and drinks.

The staff were welcoming, attentive, and made us feel at home from the moment we arrived. It’s rare to find a place that successfully combines outstanding food, a lively atmosphere, sports entertainment, and warm hospitality all under one roof.

Without a doubt, this is one of the best new destinations in the area. Highly recommended for anyone looking for great food, live entertainment, unforgettable sports nights, and memorable celebrations. Wishing the entire team continued success and looking forward to many more visits! ||| We had a great time during their soft opening and puja ceremony, The Hyakula Dameko(Mutton) was delicious. Good place to celebrate for all types of celebration. Specious and nice ambiance. |||  ||| ",28,2,1,45,33,10,2,65,12,14,72,26,7,25,4.344,231.36,10.12180122854291
